SongID,Cluster_Num,Cluster_Name
War SongNeil Young & Graham Nash,1,Day Drinking
WarBruce Springsteen,4,Concert Pregame
Warm And Tender LovePercy Sledge,10,Time Machine
Warm It UpKris Kross,5,Who Tryin' to Drink?
Was Dog A DoughnutCat Stevens,9,In My Feels
Was It Good To YouThe Isley Brothers,0,Chill Kickback
Was It Nothing At AllMichael Damian,6,Let's Dance
Washed Ashore (On A Lonely Island In The Sea)The Platters,10,Time Machine
Washington SquareThe Village Stompers,8,Songs You Forgot About
Wasn't The Summer Short?Johnny Mathis,10,Time Machine
Waste It On MeSteve Aoki Featuring BTS,4,Concert Pregame
Wasted Days And Wasted NightsFreddy Fender,8,Songs You Forgot About
Wasted LoveMatt McAndrew,10,Time Machine
"Wasted On The WayCrosby, Stills & Nash",1,Day Drinking
Wasted TimeSkid Row,12,College Tailgate
WastedCarrie Underwood,12,College Tailgate
WastedGucci Mane Featuring Plies Or OJ Da Juiceman,6,Let's Dance
Wasting My TimeDefault,6,Let's Dance
"Wat U Mean (Aye, Aye, Aye)Dae Dae",5,Who Tryin' to Drink?
Watch Her RideJefferson Airplane,1,Day Drinking
Watch Out NowThe Beatnuts Featuring Yellaklaw,5,Who Tryin' to Drink?
"Watch The Flowers GrowThe 4 Seasons Featuring the ""Sound of Frankie Valli""",1,Day Drinking
Watch The Wind Blow ByTim McGraw,12,College Tailgate
Watch Your StepBobby Parker,0,Chill Kickback
Watch Your StepBrooks O'Dell,8,Songs You Forgot About
Watching Over YouGlenn Medeiros,10,Time Machine
Watching The River FlowBob Dylan,8,Songs You Forgot About
Watching The River RunLoggins & Messina,2,"Bro, I'm Sad"
Watching YouRodney Atkins,3,Sing Along
Watching YouSlave,11,Nostalgia
WatchTravis Scott Featuring Lil Uzi Vert & Kanye West,12,College Tailgate
Water BoyDon Shirley Trio,9,In My Feels
Water Under The BridgeAdele,12,College Tailgate
WaterBrad Paisley,4,Concert Pregame
WaterfallCarly Simon,8,Songs You Forgot About
WaterfallsTLC,3,Sing Along
WaterfallWendy And Lisa,0,Chill Kickback
WatergrateDickie Goodman,5,Who Tryin' to Drink?
WaterlooStonewall Jackson,1,Day Drinking
Watermelon ManGloria Lynne,4,Concert Pregame
WaterUgly God,5,Who Tryin' to Drink?
WavelengthVan Morrison,6,Let's Dance
WavesMr. Probz,12,College Tailgate
Way Cool Jr.Ratt,12,College Tailgate
Way Down We GoKaleo,2,"Bro, I'm Sad"
Way DownElvis Presley,6,Let's Dance
Way Out HereJosh Thompson,6,Let's Dance
Way OutJ.J. Fad,5,Who Tryin' to Drink?
We Are FamilySister Sledge,3,Sing Along
We Are NeighborsThe Chi-lites,11,Nostalgia
We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song]Pitbull Featuring Jennifer Lopez & Claudia Leitte,12,College Tailgate
We Are The World 25: For HaitiArtists For Haiti,12,College Tailgate
We Are The YoungDan Hartman,0,Chill Kickback
We Are What We AreThe Other Ones,11,Nostalgia
We Are Youngfun. Featuring Janelle Monae,6,Let's Dance
We Are YoungGlee Cast,12,College Tailgate
We BallMeek Mill Featuring Young Thug,5,Who Tryin' to Drink?
We Be Burnin'Sean Paul,3,Sing Along
We Belong TogetherGavin DeGraw,12,College Tailgate
We Belong TogetherJimmy Velvet,10,Time Machine
We Built This CityStarship,3,Sing Along
We Can Last ForeverChicago,6,Let's Dance
We Can Make It TogetherSteve & Eydie Featuring The Osmonds,8,Songs You Forgot About
We Can't Hide It AnymoreLarry Santos,1,Day Drinking
We Can't StopMiley Cyrus,12,College Tailgate
We Close Our EyesGo West,3,Sing Along
We ConnectStacey Q,11,Nostalgia
We Could Be TogetherDebbie Gibson,7,Long Talks and Beach Walks
We DancedBrad Paisley,2,"Bro, I'm Sad"
We Dem BoyzWiz Khalifa,3,Sing Along
We Did ItSyl Johnson,8,Songs You Forgot About
We Didn't Start The FireBilly Joel,3,Sing Along
We Don't Get Down Like Y'allT.I. Featuring B.o.B.,5,Who Tryin' to Drink?
We Don't Need Another Hero (Thunderdome)Tina Turner,3,Sing Along
We Don't Talk AnymoreCharlie Puth Featuring Selena Gomez,2,"Bro, I'm Sad"
We Don't Talk AnymoreCliff Richard,3,Sing Along
We Fell In Love While DancingBill Brandon,7,Long Talks and Beach Walks
We Fly HighJim Jones,5,Who Tryin' to Drink?
We Found LoveGlee Cast,3,Sing Along
We Got A DreamOcean,0,Chill Kickback
We Got A Thing That's In The GrooveThe Capitols,8,Songs You Forgot About
We Got The BeatGlee Cast,6,Let's Dance
We Gotta All Get TogetherPaul Revere & The Raiders Featuring Mark Lindsay,2,"Bro, I'm Sad"
We Had A Good Thing Goin'The Cyrkle,4,Concert Pregame
We Have LoveJackie Wilson,8,Songs You Forgot About
We Just DisagreeDave Mason,2,"Bro, I'm Sad"
We Like To Party!Vengaboys,9,In My Feels
We Made ItBusta Rhymes Featuring Linkin Park,12,College Tailgate
We May Never Pass This Way (Again)Seals & Crofts,1,Day Drinking
We Might Be Dead By TomorrowSoko,10,Time Machine
We Must Be In LoveFive Stairsteps & Cubie,4,Concert Pregame
We Need A ResolutionAaliyah Featuring Timbaland,5,Who Tryin' to Drink?
We Need OrderThe Chi-lites,2,"Bro, I'm Sad"
We Never Danced To A Love SongThe Manhattans,2,"Bro, I'm Sad"
We No Speak AmericanoYolanda Be Cool & Dcup,3,Sing Along
We R Who We RKe$ha,11,Nostalgia
We Run ThisMissy Elliott,4,Concert Pregame
We Should Be SleepingEddie Money,4,Concert Pregame
"We Takin' OverDJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",3,Sing Along
We The People....A Tribe Called Quest,3,Sing Along
We Thuggin'Fat Joe Featuring R. Kelly,5,Who Tryin' to Drink?
We Told You Not To MarryTitus Turner,8,Songs You Forgot About
We Trying To Stay AliveWyclef Jean Featuring Refugee Allstars,5,Who Tryin' to Drink?
We TwoLittle River Band,12,College Tailgate
We WentRandy Houser,12,College Tailgate
We Were Always SweetheartsBoz Scaggs,8,Songs You Forgot About
We Were Meant To Be LoversPhotoglo,8,Songs You Forgot About
We Will Become SilhouettesThe Postal Service,2,"Bro, I'm Sad"
We Will Rock YouWarrant,0,Chill Kickback
We'll Be A DreamWE the Kings Featuring Demi Lovato,6,Let's Dance
We'll Cry TogetherMaxine Brown,10,Time Machine
We'll Never Have To Say Goodbye AgainEngland Dan & John Ford Coley,11,Nostalgia
We'll Sing In The SunshineGale Garnett,10,Time Machine
We're All AloneFrankie Valli,10,Time Machine
We're FreeBeverly Bremers,10,Time Machine
We're In This Love TogetherAl Jarreau,4,Concert Pregame
We're Not Gonna Take ItTwisted Sister,6,Let's Dance
We're On The Right TrackSouth Shore Commission,4,Concert Pregame
We've Got It Goin' OnBackstreet Boys,3,Sing Along
We've Got To Get It On AgainAddrisi Brothers,10,Time Machine
We've Only Just Begun (The Romance Is Not Over)Glenn Jones,7,Long Talks and Beach Walks
We've Saved The Best For LastKenny G,2,"Bro, I'm Sad"
WeakAJR,3,Sing Along
WeakSWV,11,Nostalgia
Wear This Ring (With Love)Detroit Emeralds,8,Songs You Forgot About
Wear Your Love Like HeavenDonovan,8,Songs You Forgot About
Weather The StormDJ Khaled Featuring Meek Mill & Lil Baby,5,Who Tryin' to Drink?
Weatherman SaysJack Wagner,0,Chill Kickback
Wedding Bell BluesThe 5th Dimension,8,Songs You Forgot About
Wedding Song (There Is Love)Paul Stookey,10,Time Machine
Wedding Song (There Is Love)Petula Clark,1,Day Drinking
Weekend In New EnglandBarry Manilow,2,"Bro, I'm Sad"
Weekend LoverOdyssey,0,Chill Kickback
WeekendWet Willie,7,Long Talks and Beach Walks
Welcome BackJohn Sebastian,11,Nostalgia
Welcome BackMase,12,College Tailgate
Welcome ChristmasGlee Cast,10,Time Machine
Welcome Home BabyThe Shirelles,10,Time Machine
Welcome HomeWalter Jackson,10,Time Machine
Welcome To AtlantaJermaine Dupri & Ludacris,5,Who Tryin' to Drink?
Welcome To My LifeSimple Plan,6,Let's Dance
Welcome To My NightmareAlice Cooper,7,Long Talks and Beach Walks
Welcome To Our World (Of Merry Music)Mass Production,7,Long Talks and Beach Walks
Welcome To The Black ParadeMy Chemical Romance,12,College Tailgate
Welcome To The FutureBrad Paisley,6,Let's Dance
"Welcome To The PartyDiplo, French Montana & Lil Pump Featuring Zhavia Ward",6,Let's Dance
Welcome To The Real WorldJane Child,0,Chill Kickback
Well All RightSantana,11,Nostalgia
Well I'm Your ManJohnny Tillotson,8,Songs You Forgot About
"Well, I Told YouThe Chantels",8,Songs You Forgot About
Werewolves Of LondonWarren Zevon,3,Sing Along
West Coast Summer NightsTony Carey,0,Chill Kickback
West Coast WomanPainter,0,Chill Kickback
West End GirlsPet Shop Boys,3,Sing Along
West Of The WallToni Fisher,8,Songs You Forgot About
West Side StoryLFO,12,College Tailgate
Western MoviesThe Olympics,8,Songs You Forgot About
Western UnionThe Five Americans,0,Chill Kickback
WestsideTQ,12,College Tailgate
Wet DreamzJ. Cole,5,Who Tryin' to Drink?
Wet My WhistleMidnight Star,11,Nostalgia
Wet The BedChris Brown Featuring Ludacris,12,College Tailgate
Wham!Lonnie Mack,9,In My Feels
What A BummerThe Jaggerz,4,Concert Pregame
What A Diff'rence A Day MakesEsther Phillips,0,Chill Kickback
What A Fool BelievesThe Doobie Brothers,11,Nostalgia
What A Fool I've BeenCarla Thomas,10,Time Machine
What A Girl WantsChristina Aguilera,3,Sing Along
What A GuyThe Raindrops,8,Songs You Forgot About
"What A Man, My Man IsLynn Anderson",0,Chill Kickback
What A PriceFats Domino,1,Day Drinking
What A ShameFoghat,0,Chill Kickback
What A Sweet Thing That WasThe Shirelles,10,Time Machine
What A WalkBobby Lewis,5,Who Tryin' to Drink?
What A Woman In Love Won't DoSandy Posey,8,Songs You Forgot About
What About Love'Til Tuesday,11,Nostalgia
What About LoveAustin Mahone,12,College Tailgate
What About MeAnne Murray,0,Chill Kickback
What About MeDon Gibson,10,Time Machine
What About MeMoving Pictures,2,"Bro, I'm Sad"
What About MeQuicksilver Messenger Service,7,Long Talks and Beach Walks
What About NowDaughtry,6,Let's Dance
What About NowLonestar,3,Sing Along
What About Us?Brandy,5,Who Tryin' to Drink?
What About UsP!nk,12,College Tailgate
What About UsThe Coasters,8,Songs You Forgot About
What About UsTotal,3,Sing Along
What About Your FriendsTLC,3,Sing Along
What Am I Gonna Do (I'm So In Love With You)Rod Stewart,3,Sing Along
What Am I Gonna DoJimmy Clanton,8,Songs You Forgot About
What Am I Gonna DoTyrese,12,College Tailgate
What Am I Living ForChuck Willis,8,Songs You Forgot About
What Am I Living ForPercy Sledge,1,Day Drinking
What Am I Supposed To DoAnn-Margret,10,Time Machine
What Are Boys Made OfThe Percells,4,Concert Pregame
What Are We Going To Do?David Jones,8,Songs You Forgot About
What Are You Doing SundayDawn Featuring Tony Orlando,0,Chill Kickback
What Are You Doing With A Fool Like MeJoe Cocker,1,Day Drinking
What Are You So Afraid OfXXXTENTACION,2,"Bro, I'm Sad"
What Can I Do For You?Labelle,11,Nostalgia
What Can I Do With This Broken HeartEngland Dan & John Ford Coley,11,Nostalgia
What Can I SayBoz Scaggs,3,Sing Along
What Cha' Gonna Do For MeChaka Khan,11,Nostalgia
What Did Daddy DoShep And The Limelites,1,Day Drinking
What Do All The People KnowThe Monroes,3,Sing Along
What Do I CareJohnny Cash,8,Songs You Forgot About
What Do I Know?Ed Sheeran,3,Sing Along
What Do Ya Think About ThatMontgomery Gentry,6,Let's Dance
What Do You Want With MeChad & Jeremy,8,Songs You Forgot About
What Do You WantJerrod Niemann,1,Day Drinking
What Does A Girl Do?Marcie Blane,8,Songs You Forgot About
What Does A Girl Do?The Shirelles,8,Songs You Forgot About
What Does It TakeHoneymoon Suite,2,"Bro, I'm Sad"
What Doesn't Kill You (Stronger)Glee Cast,3,Sing Along
What Goes Around Comes AroundGiggles,0,Chill Kickback
What Goes Up (Must Come Down)Tyrone Davis,0,Chill Kickback
What Goes UpThe Alan Parsons Project,2,"Bro, I'm Sad"
What Have I Done To Deserve This?Pet Shop Boys & Dusty Springfield,3,Sing Along
What Have I Got Of My OwnTrini Lopez,0,Chill Kickback
What Have They Done To The RainThe Searchers,1,Day Drinking
What Hurts The MostCascada,6,Let's Dance
What I Did For LoveGlee Cast,2,"Bro, I'm Sad"
What I Didn't KnowAthenaeum,0,Chill Kickback
What I DoChris Brown Featuring Plies,12,College Tailgate
What I Like About YouThe Romantics,6,Let's Dance
What I Need To DoKenny Chesney,2,"Bro, I'm Sad"
What I've DoneLinkin Park,12,College Tailgate
What If A WomanJoe,12,College Tailgate
What If It All Goes RightMelissa Lawson,12,College Tailgate
What If She's An AngelTommy Shane Steiner,2,"Bro, I'm Sad"
What IfBabyface,12,College Tailgate
What IfJason Derulo,12,College Tailgate
What IfsKane Brown Featuring Lauren Alaina,3,Sing Along
What Is Hip?Tower Of Power,12,College Tailgate
What Is ItBaby Bash Featuring Sean Kingston,12,College Tailgate
What Is LoveHoward Jones,7,Long Talks and Beach Walks
What Is TruthJohnny Cash,11,Nostalgia
What It Comes Down ToThe Isley Brothers,8,Songs You Forgot About
What It Feels Like For A GirlMadonna,11,Nostalgia
What It IsViolator Featuring Busta Rhymes,5,Who Tryin' to Drink?
What It's LikeEverlast,12,College Tailgate
What Kind Of Fool (Do You Think I Am)The Tams,11,Nostalgia
What Kind Of Fool Am I?Robert Goulet,10,Time Machine
What Kind Of Fool Am IRick Springfield,2,"Bro, I'm Sad"
What Kind Of Fool Am ISammy Davis Jr.,10,Time Machine
What Kind Of Fool Do You Think I AmBill Deal & The Rhondels,0,Chill Kickback
What Kind Of FoolBarbra Streisand & Barry Gibb,10,Time Machine
What Kind Of Love Is ThisJoey Dee & the Starliters,8,Songs You Forgot About
What Kind Of Man Would I Be?Chicago,6,Let's Dance
What Little GirlFrankie Avalon,8,Songs You Forgot About
What Love IsMarty Balin,8,Songs You Forgot About
What Makes You BeautifulOne Direction,3,Sing Along
What Mattered MostTy Herndon,2,"Bro, I'm Sad"
What Means The World To YouCam'ron,5,Who Tryin' to Drink?
What Might Have BeenLittle Texas,2,"Bro, I'm Sad"
What Now My LoveHerb Alpert & The Tijuana Brass,9,In My Feels
What Now My LoveSonny & Cher,4,Concert Pregame
What NowGene Chandler,1,Day Drinking
What The HellAvril Lavigne,6,Let's Dance
What The World Needs Now Is LoveBroadway For Orlando,10,Time Machine
What The World NeedsWynonna,6,Let's Dance
What They WantRuss,5,Who Tryin' to Drink?
What Time Is Love?The KLF,0,Chill Kickback
What U Gon' DoLil Jon & The East Side Boyz Featuring Lil Scrappy,5,Who Tryin' to Drink?
What U See Is What U GetXzibit,5,Who Tryin' to Drink?
"What Up, What's Haapnin'T.I.",6,Let's Dance
What We Ain't GotJake Owen,10,Time Machine
What Will I DoTimmy T.,0,Chill Kickback
What Will I Tell My HeartThe Harptones,10,Time Machine
What Will My Mary SayJohnny Mathis,10,Time Machine
What You Do To MeCarl Wilson,0,Chill Kickback
What You Don't KnowExpose,0,Chill Kickback
What You Get Is What You SeeTina Turner,0,Chill Kickback
What You GotDuke & The Drivers,0,Chill Kickback
What You KnowT.I.,12,College Tailgate
What You NeedINXS,12,College Tailgate
What You See Is What You GetBrenda K. Starr,0,Chill Kickback
What You WantMase Featuring Total,5,Who Tryin' to Drink?
What You Won't Do For LoveBobby Caldwell,11,Nostalgia
What You Won't Do For LoveGo West,6,Let's Dance
What You're MissingChicago,0,Chill Kickback
What'Chu LikeDa Brat Featuring Tyrese,5,Who Tryin' to Drink?
What'd You Come Here For?Trina & Tamara,0,Chill Kickback
What's A Matter BabyEllen Foley,0,Chill Kickback
What's FreeMeek Mill Featuring Rick Ross & JAY-Z,5,Who Tryin' to Drink?
What's Going OnAll Star Tribute,5,Who Tryin' to Drink?
What's Going OnCyndi Lauper,2,"Bro, I'm Sad"
"What's GoodTyler, The Creator",5,Who Tryin' to Drink?
What's HappeningWade Flemons,8,Songs You Forgot About
What's It Gonna Be?!Busta Rhymes Featuring Janet,3,Sing Along
What's It Gonna BeJellybean Featuring Niki Haris,7,Long Talks and Beach Walks
What's It LikeJagged Edge,12,College Tailgate
What's It To YouClay Walker,11,Nostalgia
What's Left Of MeNick Lachey,6,Let's Dance
What's Love Got To Do With ItTina Turner,11,Nostalgia
What's Luv?Fat Joe Featuring Ashanti,3,Sing Along
What's My Name?Snoop Dogg,3,Sing Along
What's NewLinda Ronstadt & The Nelson Riddle Orchestra,1,Day Drinking
What's On Your Mind (Pure Energy)Information Society,3,Sing Along
What's She GotLiquid Gold,8,Songs You Forgot About
What's So DifferentGinuwine,3,Sing Along
What's Stopping YouThe O'Jays,0,Chill Kickback
What's The Name Of This Funk (spider Man)Ramsey Lewis,0,Chill Kickback
What's UpDJ Miko,3,Sing Along
What's Your Hurry Darlin'Ironhorse,0,Chill Kickback
What's Your Mama's NameTanya Tucker,10,Time Machine
"What's Your Name, What's Your NumberAndrea True Connection",7,Long Talks and Beach Walks
What's Your NameAndy & David Williams,8,Songs You Forgot About
What's Your NameDon & Juan,8,Songs You Forgot About
What've I Done (To Make You Mad)Linda Jones,8,Songs You Forgot About
Whataya Want From MeAdam Lambert,6,Let's Dance
Whatcha Gone Do?Link,0,Chill Kickback
Whatcha Gonna DoChilliwack,3,Sing Along
Whatcha SayJason Derulo,6,Let's Dance
WhatchulookinatWhitney Houston,4,Concert Pregame
Whatever Happened To Benny Santini?Chris Rea,11,Nostalgia
Whatever Happened To Old Fashioned LoveB.J. Thomas,11,Nostalgia
Whatever It IsZac Brown Band,3,Sing Along
Whatever It Takes (To Make You Stay)Troop,7,Long Talks and Beach Walks
Whatever You DecideRandy Vanwarmer,0,Chill Kickback
Whatever You LikeAnya Marina,12,College Tailgate
Whatever You LikeT.I.,6,Let's Dance
Whatever You NeedMeek Mill Featuring Chris Brown & Ty Dolla $ign,6,Let's Dance
Whatever You SayMartina McBride,6,Let's Dance
Whatever You WantJerry Butler,8,Songs You Forgot About
WhateverEn Vogue,11,Nostalgia
Whats Happnin!Ying Yang Twins Featuring Trick Daddy,3,Sing Along
Wheel In The SkyJourney,12,College Tailgate
Wheel Of FortuneLaVern Baker,4,Concert Pregame
Wheels Of FortuneThe Doobie Brothers,11,Nostalgia
WheelsFoo Fighters,6,Let's Dance
WheelsThe String-A-Longs,8,Songs You Forgot About
When A Man Loves A WomanBette Midler,4,Concert Pregame
When A Man Loves A WomanMichael Bolton,2,"Bro, I'm Sad"
When A Man Loves A WomanPercy Sledge,10,Time Machine
When A Woman Loves A ManEsther Phillips,8,Songs You Forgot About
When A Woman LovesR. Kelly,1,Day Drinking
When A Woman's Fed UpR. Kelly,3,Sing Along
When Boy Meets GirlTotal,11,Nostalgia
When Can I See YouBabyface,11,Nostalgia
When Doves CryPrince,3,Sing Along
When He ShinesSheena Easton,10,Time Machine
When I Close My EyesShanice,12,College Tailgate
When I DieMotherlode,1,Day Drinking
When I DieNo Mercy,11,Nostalgia
When I Dream Of YouTommy Page,2,"Bro, I'm Sad"
When I Fall In LoveEtta Jones,10,Time Machine
When I Fall In LoveNatalie Cole,10,Time Machine
When I Get Where I'm GoingBrad Paisley Featuring Dolly Parton,2,"Bro, I'm Sad"
When I Get You AloneGlee Cast,12,College Tailgate
When I Give My LoveKeith Sweat,7,Long Talks and Beach Walks
When I Look Into Your EyesFirehouse,6,Let's Dance
When I Look To The SkyTrain,12,College Tailgate
When I Looked At HimExpose,1,Day Drinking
When I Need YouLeo Sayer,2,"Bro, I'm Sad"
When I Said I DoClint Black,2,"Bro, I'm Sad"
When I See This BarKenny Chesney,7,Long Talks and Beach Walks
When I See UFantasia,3,Sing Along
When I See You SmileBad English,2,"Bro, I'm Sad"
When I Think About Cheatin'Gretchen Wilson,2,"Bro, I'm Sad"
When I Think Of YouLeif Garrett,11,Nostalgia
When I Wanted YouBarry Manilow,1,Day Drinking
When I Was Your ManBruno Mars,2,"Bro, I'm Sad"
When I'm Back On My Feet AgainMichael Bolton,2,"Bro, I'm Sad"
When I'm GoneWiz Khalifa,12,College Tailgate
When I'm Holding You TightMichael Stanley Band,0,Chill Kickback
When It Rains It PoursLuke Combs,12,College Tailgate
When It's LoveVan Halen,7,Long Talks and Beach Walks
When It's OverLoverboy,3,Sing Along
When It's OverSugar Ray,3,Sing Along
When Joanna Loved MeTony Bennett,10,Time Machine
When Liking Turns To LovingRonnie Dove,10,Time Machine
When Love CriesDonna Summer,7,Long Talks and Beach Walks
When Love Is NewArthur Prysock,7,Long Talks and Beach Walks
When Love Starts Talkin'Wynonna,0,Chill Kickback
When Love Takes OverDavid Guetta Featuring Kelly Rowland,12,College Tailgate
When My Little Girl Is SmilingSteve Alaimo,8,Songs You Forgot About
When My Little Girl Is SmilingThe Drifters,8,Songs You Forgot About
When She CriesRestless Heart,2,"Bro, I'm Sad"
When She DancesJoey Scarbury,10,Time Machine
When She Says BabyJason Aldean,3,Sing Along
When Somebody Loves YouAlan Jackson,10,Time Machine
When Something Is Wrong With My BabyLinda Ronstadt (Featuring Aaron Neville),1,Day Drinking
When Something Is Wrong With My BabySam & Dave,2,"Bro, I'm Sad"
When The Children CryWhite Lion,2,"Bro, I'm Sad"
When The Feeling Comes AroundJennifer Warnes,8,Songs You Forgot About
"When The Going Gets Tough, The Tough Get GoingBilly Ocean",3,Sing Along
When The Heart Rules The MindGTR,6,Let's Dance
When The Lady SmilesGolden Earring,3,Sing Along
When The Last TimeClipse,5,Who Tryin' to Drink?
When The Lights Go OutFive,3,Sing Along
When The Lights Go OutNaked Eyes,3,Sing Along
When The Night ComesJoe Cocker,12,College Tailgate
When The Party Is OverRobert John,9,In My Feels
When The Rain Begins To FallJermaine Jackson & Pia Zadora,6,Let's Dance
"When The Ship Comes InPeter, Paul & Mary",4,Concert Pregame
When The Snow Is On The RosesEd Ames,10,Time Machine
When The Stars Go BlueTim McGraw,6,Let's Dance
When The Sun Goes DownKenny Chesney & Uncle Kracker,3,Sing Along
The Star Spangled BannerWhitney Houston,4,Concert Pregame
The Story Of Our LoveJohnny Mathis,1,Day Drinking
The Story Of Rock And RollThe Turtles,8,Songs You Forgot About
The StorySara Ramirez,2,"Bro, I'm Sad"
The Straight LifeBobby Goldsboro,11,Nostalgia
The StreakRay Stevens,4,Concert Pregame
The Sun Ain't Gonna Shine (Anymore)The Walker Bros.,1,Day Drinking
The SwalkNotorious,0,Chill Kickback
The Sweetest TabooSade,3,Sing Along
The Swiss MaidDel Shannon,6,Let's Dance
The TakerWaylon Jennings,8,Songs You Forgot About
The Talkin' Song Repair BluesAlan Jackson,1,Day Drinking
The Tear Of The YearJackie Wilson,10,Time Machine
The Ten Commandments Of LovePeaches & Herb,8,Songs You Forgot About
"The Theme From ""A Summer Place""Percy Faith And His Orchestra",9,In My Feels
The Things We Did Last SummerShelley Fabares,8,Songs You Forgot About
The Three BellsThe Browns,10,Time Machine
The Time Of My LifeDavid Cook,6,Let's Dance
The Tip Of My FingersEddy Arnold,10,Time Machine
The Touch Of YouBrenda & The Tabulations,10,Time Machine
The Touchables In BrooklynDickie Goodman,5,Who Tryin' to Drink?
The TouchablesDickie Goodman,5,Who Tryin' to Drink?
The Truth About MenTracy Byrd,0,Chill Kickback
The TruthJason Aldean,6,Let's Dance
The TwistErnie Freeman,8,Songs You Forgot About
The TwistFat Boys,0,Chill Kickback
The TwistHank Ballard And The Midnighters,8,Songs You Forgot About
The Unforgiven IIMetallica,12,College Tailgate
The UnforgivenMetallica,7,Long Talks and Beach Walks
The Unknown SoldierThe Doors,11,Nostalgia
The Valley RoadBruce Hornsby & The Range,2,"Bro, I'm Sad"
The Very Best In YouChange,7,Long Talks and Beach Walks
The Very Last TimeUtopia,0,Chill Kickback
The Very Thought Of YouLittle Willie John,10,Time Machine
The Village Of St. BernadetteAndy Williams,10,Time Machine
The Voice WithinChristina Aguilera,2,"Bro, I'm Sad"
The WalkerFitz And The Tantrums,3,Sing Along
The Waltz You Saved For MeFerlin Husky,10,Time Machine
The WandererDonna Summer,11,Nostalgia
The WandererLeif Garrett,0,Chill Kickback
The WarriorScandal Featuring Patty Smyth,3,Sing Along
The WatusiThe Vibrations,4,Concert Pregame
The Way He Makes Me FeelBarbra Streisand,10,Time Machine
The Way I AmCharlie Puth,3,Sing Along
The Way I AmIngrid Michaelson,2,"Bro, I'm Sad"
The Way I AmJackie Wilson,5,Who Tryin' to Drink?
The Way I Feel About YouKaryn White,0,Chill Kickback
The Way I Feel TonightBay City Rollers,2,"Bro, I'm Sad"
The Way I FeelTag,0,Chill Kickback
The Way I WalkJack Scott,8,Songs You Forgot About
The Way It IsBruce Hornsby & The Range,2,"Bro, I'm Sad"
The Way Life GoesLil Uzi Vert,3,Sing Along
The Way Life GoesLil Uzi Vert Featuring Nicki Minaj,3,Sing Along
The Way Of A ClownTeddy Randazzo,8,Songs You Forgot About
The Way That You TalkJagged Edge Featuring Da Brat & JD,5,Who Tryin' to Drink?
The Way To Your HeartSoulsister,11,Nostalgia
The Way We WereBarbra Streisand,10,Time Machine
The Way You Love MeFaith Hill,3,Sing Along
The Way You Love MeKaryn White,3,Sing Along
The Way You Make Me FeelMichael Jackson,3,Sing Along
The Way You MoveOutKast Featuring Sleepy Brown,3,Sing Along
The Ways Of The WindP.M. Dawn,11,Nostalgia
The Ways To Love A ManTammy Wynette,10,Time Machine
The Wayward WindGogi Grant,10,Time Machine
The WeddingJulie Rogers,10,Time Machine
The WeekendSZA,2,"Bro, I'm Sad"
The WeightAretha Franklin,5,Who Tryin' to Drink?
The Wheel Of HurtMargaret Whiting,10,Time Machine
The WhistlerJethro Tull,11,Nostalgia
"The Whistling OrganDave ""Baby"" Cortez",9,In My Feels
The Whole Town's Laughing At MeTeddy Pendergrass,4,Concert Pregame
The Whole WorldOutKast Featuring Killer Mike,5,Who Tryin' to Drink?
The Wild BoysDuran Duran,3,Sing Along
The Wild LifeBananarama,0,Chill Kickback
The Windmills Of Your MindDusty Springfield,1,Day Drinking
The Windows Of The WorldDionne Warwick,10,Time Machine
The WindZac Brown Band,3,Sing Along
The Witch Queen Of New OrleansRedbone,3,Sing Along
The WitchThe Rattles,0,Chill Kickback
The WizardJimmie Rodgers,8,Songs You Forgot About
The Woman In MeDonna Summer,2,"Bro, I'm Sad"
The Woman With YouKenny Chesney,12,College Tailgate
The Wonder Of YouRay Peterson,10,Time Machine
The Wonderful World Of The YoungAndy Williams,1,Day Drinking
The Work SongHerb Alpert & The Tijuana Brass,9,In My Feels
The World I KnowCollective Soul,12,College Tailgate
The World I Used To KnowJimmie Rodgers,10,Time Machine
The World Is A GhettoGeto Boys Featuring Flaj,5,Who Tryin' to Drink?
The World OutsideThe Four Aces,10,Time Machine
The World OutsideThe Four Coins,10,Time Machine
The World Through A TearNeil Sedaka,1,Day Drinking
The World's GreatestR. Kelly,3,Sing Along
The WorldBrad Paisley,6,Let's Dance
The Wreck Of The Edmund FitzgeraldGordon Lightfoot,1,Day Drinking
The Writing On The WallAdam Wade,10,Time Machine
The Zephyr SongRed Hot Chili Peppers,12,College Tailgate
The ZipMFSB,0,Chill Kickback
Theme For Young LoversPercy Faith And His Orchestra,9,In My Feels
"Theme From ""Close Encounters Of The Third Kind""John Williams",9,In My Feels
"Theme From ""Greatest American Hero"" (Believe It or Not)Joey Scarbury",12,College Tailgate
"Theme From ""Harlow"" (Lonely Girl)Bobby Vinton",10,Time Machine
"Theme From ""Summer Of '42""Peter Nero",9,In My Feels
Theme From Cleopatra JonesJoe Simon featuring The Mainstreeters,11,Nostalgia
Theme From DixieDuane Eddy,9,In My Feels
Theme From Ice Castles (Through The Eyes Of Love)Melissa Manchester,10,Time Machine
Theme From Love StoryFrancis Lai And His Orchestra,9,In My Feels
